BUILDING_NUMBER,CLUSTER_NUM,LOG_BUILDING_VOLUME,LOG_BUILDING_HEIGHT,LOG_EXT_GROSS_AREA,LOG_GJ,LOG_GHG,ACCESS_LEVEL_CODE,ACCESS_LEVEL_NAME,ASSIGNABLE_AREA,BILLING_FY,BLDG_SRV,BLDG_SRV_PER,BUILDING_GROUP_LEVEL1,BUILDING_HEIGHT,BUILDING_NAME_LONG,BUILDING_TYPE,BUILDING_USE,BUILDING_VOLUME,CAMPUS_SECTOR,CIRCULAT,CIRCULAT_PER,CLASSRMS,CLASSRMS_PER,COST_CENTER_CODE,COST_COLLECTOR_ID,COST_COLLECTOR_KEY,COST_COLLECTOR_NAME,COST_ELEMENT_CATEGORY,CURRENT_BUILDING,DATE_ACQUIRED,DATE_BUILT,DATE_OCCUPIED,DLC_KEY,DLC_NAME,END_DATE,EXT_GROSS_AREA,GENERAL,GENERAL_PER,GHG,GJ,GL_ACCOUNT_ID,GL_ACCOUNT_KEY,GL_ACCOUNT_NAME,GL_ACCOUNT_TYPE_DESCRIPTION,HEALTH,HEALTH_PER,LABS,LABS_PER,LATITUDE_WGS,LEVEL1_CATEGORY,LEVEL2_CATEGORY,LEVEL3_CATEGORY,LONGITUDE_WGS,MECHANIC,MECHANIC_PER,METER_STATUS,MMBTU,NON_ASSIGNABLE_AREA,NUMBER_OF_BTU,NUMBER_OF_UNITS,NUM_OF_ROOMS,OCCUPANCY_CLASS,OFFICES,OFFICES_PER,ON_OFF_CAMPUS_STATUS,ORGANIZATION_ID,ORGANIZATION_NAME,OWNERSHIP_TYPE,PI_CONNECTION,PROFIT_CENTER_ID,PROFIT_CENTER_KEY,PROFIT_CENTER_NAME,RESIDENT,RESIDENT_PER,SCHOOL_AREA,SCHOOL_NAME,SITE,SPECIAL,SPECIAL_PER,START_DATE,START_DATE_USE,START_DATE_USE_YEAR,STRUCT_AREA,STUDY,STUDY_PER,SUPPORT,SUPPORT_PER,UNCLASS,UNCLASS_PER,UNIT_OF_MEASURE,USEABLE_AREA,USE_FY,YEAR_CONST_BEGAN,YEAR_OCCUPIED,kBTU
66,Lab & Mixed Use,5.449196234287361,1.3550037764281382,4.094192457859223,4.601586809447428,3.328395023842501,2.0,2.0,71234.29,2024.0,2560.65,2.1665036278878,Non-CUP,22.64664,Ralph Landau Building,ACADEMIC,AER,281317.16640377673,MAIN GROUP,26710.23,22.5988753623954,5398.95,4.56792016159368,1816600.0,1816600,C1816600-001,66; Ralph Landau Building,Internal activity allocation,Yes,,08/01/1973,12/31/1976,D_FACILITIES,Department of Facilities,2023-10-31,12422.026684920002,1217.61,1.03019017919375,2130.0756308093,39956.44207161952,600750,600750-001,Steam-not MTDC,Secondary Cost Elements,0.0,0.0,39563.93,33.4740780186668,42.36092016,Building Usage,Produced,Steam,-71.08902925,17687.57,14.9650223863158,Fully Metered,37871.250992,46958.45,805200000.0,732.0,322.0,UGBA3,24374.66,20.622806443103,On Campus,591026,Dof Buildings,OWNED,Y,P591026,P591026-001,Dof Buildings,0.0,0.0,Facilities Area,PHYSICAL PLANT - NORMAL EXPENSES,MIT,0.0,0.0,2023-10-01,2023-09-01,2023,15516.9,0.0,0.0,679.14,0.574603820843818,0.0,0.0,MLB,118192.74,2024.0,1973.0,1976.0,37871250.992
68,Lab & Mixed Use,5.888030902370847,1.5043762453152707,4.383654657055576,5.117521469321783,3.863427105701875,2.0,2.0,155101.1,2024.0,3334.07,1.40884172020949,Non-CUP,31.94304,David H. Koch Biology Building,ACADEMIC,AER,772735.5674003675,MAIN GROUP,52367.41,22.1283272358755,750.76,0.317240492810431,1816800.0,1816800,C1816800-001,68; David H. Koch Biology Building,Internal activity allocation,Yes,,04/01/1991,10/07/1994,D_FACILITIES,Department of Facilities,2023-10-31,24191.04654411,2905.6,1.22778780956629,7301.752460866,131075.48378516335,600752,600752-001,Electricity-not MTDC,Secondary Cost Elements,0.0,0.0,119071.27,50.3146523181362,42.36162167,Building Usage,Produced,Electricity,-71.08863856,25850.69,10.923445089096,Fully Metered,124235.099222,81552.17,2574756961.0,754397.0,964.0,UGB,21166.95,8.94428798723128,On Campus,591026,Dof Buildings,OWNED,Y,P591026,P591026-001,Dof Buildings,0.0,0.0,Facilities Area,PHYSICAL PLANT - NORMAL EXPENSES,MIT,10820.38,4.57225036442556,2023-10-01,2023-09-01,2023,23737.0999999999,0.0,0.0,386.14,0.163166982649342,0.0,0.0,KWH,236653.27,2024.0,1991.0,1994.0,124235099.222
6C,Office & Mixed Use,5.12585565912444,1.4478027900131183,3.678052869111322,4.4198178950249565,3.201941315052397,2.0,2.0,17471.75,2024.0,628.83,1.38379909991332,Non-CUP,28.041600000000003,PDSI,ACADEMIC,AER,133615.13632848777,MAIN GROUP,17791.51,39.1518781293812,0.0,0.0,1810600.0,1810604,C1810604-001,6c; Building 6c,Internal activity allocation,Yes,,05/01/2007,05/01/2007,D_FACILITIES,Department of Facilities,2023-08-31,4764.88988961,0.0,0.0,1591.993591062,26291.65319632878,600750,600750-001,Steam-not MTDC,Secondary Cost Elements,0.0,0.0,9230.73,20.3130828133881,42.35967294,Building Usage,Produced,Steam,-71.09083617,9550.2,21.0161063625975,Chilled Water & Steam,24919.581062999998,27970.54,539000000.0,490.0,130.0,UGE,7857.93,17.2921082982394,On Campus,591026,Dof Buildings,OWNED,Y,P591026,P591026-001,Dof Buildings,0.0,0.0,Facilities Area,PHYSICAL PLANT - NORMAL EXPENSES,MIT,0.0,0.0,2023-08-01,2023-07-01,2023,5846.58,0.0,0.0,383.09,0.843025296480437,0.0,0.0,MLB,45442.29,2024.0,2007.0,2007.0,24919581.063
8,Office & Mixed Use,5.078853385660763,1.29019493665145,3.7886584490093136,3.8541746693355416,2.4671433837764867,2.0,2.0,36920.63,2024.0,1386.26,2.38900368278741,Non-CUP,19.5072,Building 8,ACADEMIC,AER,119909.44301350809,MAIN GROUP,13889.4,23.9362224631075,1146.17,1.97524587819056,1810800.0,1810800,C1810800-001,8; Building 8,Primary cost element,Yes,,07/01/1913,12/31/1916,D_FACILITIES,Department of Facilities,2023-10-31,6146.9325691799995,16.5,0.0284351858713316,293.1861049216,7147.837478686241,421148,421148-001,Gas C - THERM - not MTDC,Expenses - Primary Cost Elemen,0.0,0.0,14720.55,25.3685803259534,42.35999279,Building Usage,Purchased,Gas,-71.09086392,5830.41,10.0478055791558,Chilled Water Only,6774.816104,21106.07,0.0,92.0,252.0,UGBA3,20519.83,35.3627381877653,On Campus,591026,Dof Buildings,OWNED,Y,P591026,P591026-001,Dof Buildings,0.0,0.0,Facilities Area,PHYSICAL PLANT - NORMAL EXPENSES,MIT,0.0,0.0,2023-10-01,2023-09-01,2023,8138.35999999999,0.0,0.0,517.58,0.891968697168717,0.0,0.0,THM,58026.7,2024.0,1913.0,1916.0,6774816.104
9,Office & Mixed Use,5.264626169979855,1.4077769234962632,3.8568492464835917,4.399308018050415,3.1330645877705634,2.0,2.0,38796.37,2024.0,1705.31,2.53671242331745,Non-CUP,25.572720000000004,Samuel Tak Lee Building,ACADEMIC,AER,183918.81919047027,MAIN GROUP,18453.34,27.4500336183455,8162.06,12.1413696054456,1810900.0,1810900,C1810900-001,9; Samuel Tak Lee Building,Internal activity allocation,Yes,,04/01/1966,12/01/1967,D_FACILITIES,Department of Facilities,2023-08-31,7191.992842,2174.68,3.23491785818413,1358.515468406,25078.873108316064,600750,600750-001,Steam-not MTDC,Secondary Cost Elements,0.0,0.0,2778.65,4.13334582864759,42.35974993,Building Usage,Produced,Steam,-71.09356175,8270.18,12.3022021503841,Fully Metered,23770.091851,28428.83,693000000.0,630.0,277.0,UGBA3,24278.32,36.1149092899686,On Campus,591026,Dof Buildings,OWNED,Y,P591026,P591026-001,Dof Buildings,0.0,0.0,Facilities Area,PHYSICAL PLANT - NORMAL EXPENSES,MIT,1119.54,1.66535763374449,2023-08-01,2023-07-01,2023,10188.8,0.0,0.0,283.12,0.421151591962538,0.0,0.0,MLB,67225.2,2024.0,1966.0,1967.0,23770091.851
E1,Office & Mixed Use,4.43855289528937,1.2000183063023622,3.2385345889870085,3.566018736272634,2.312688957579614,1.0,1.0,11453.62,2024.0,12.93,0.0800195066887148,Non-CUP,15.8496,Gray House (Formerly President's House),RESIDENT,AER,27450.66660996566,EAST,3395.22,21.0118970997416,0.0,0.0,1820100.0,1820100,C1820100-001,E1; Gray House,Internal activity allocation,Yes,,07/01/1913,07/01/1917,D_FACILITIES,Department of Facilities,2023-11-30,1731.9469645899999,4735.87,29.3087379073383,205.441869092,3681.4485575452404,600752,600752-001,Electricity-not MTDC,Secondary Cost Elements,0.0,0.0,0.0,0.0,42.3596025,Building Usage,Produced,Electricity,-71.08696429,1296.79,8.0254057292234,Chilled Water & Electric,3489.326254,4704.94,51997055.0,15235.0,139.0,UGR4,1895.66,11.7316146983395,On Campus,591026,Dof Buildings,OWNED,N,P591026,P591026-001,Dof Buildings,3173.72,19.6411066332644,Facilities Area,PHYSICAL PLANT - NORMAL EXPENSES,MIT,0.0,0.0,2023-11-01,2023-10-01,2023,2483.97,264.12,1.63455159370637,1384.25,8.56666683169787,0.0,0.0,KWH,16158.56,2024.0,1913.0,1917.0,3489326.254
E15,Office & Mixed Use,5.368114314235329,1.3197055341599886,4.0484087800753406,4.260896006450399,3.0289400244238047,2.0,2.0,79233.13,2024.0,2030.13,1.82350516508447,Non-CUP,20.878800000000002,Wiesner Building,ACADEMIC,AER,233407.2351880941,EAST,17313.64,15.5514730418313,5310.45,4.76995709827587,1821500.0,1821500,C1821500-001,E15; Wiesner Building,Internal activity allocation,Yes,,01/01/1982,09/01/1984,D_FACILITIES,Department of Facilities,2023-10-31,11179.14991226,6651.72,5.97471382458052,1068.907254148,18234.590154887523,600750,600750-001,Steam-not MTDC,Secondary Cost Elements,0.0,0.0,35943.14,32.2848790172817,42.36083844,Building Usage,Produced,Steam,-71.08763489,12754.29,11.4561696502121,Fully Metered,17282.988792,32098.06,315700000.0,287.0,464.0,UGA3B,30954.29,27.8037897555932,On Campus,591026,Dof Buildings,OWNED,Y,P591026,P591026-001,Dof Buildings,0.0,0.0,Facilities Area,PHYSICAL PLANT - NORMAL EXPENSES,MIT,0.0,0.0,2023-10-01,2023-09-01,2023,9000.23,175.61,0.157736569599229,197.92,0.177775877541595,0.0,0.0,MLB,111331.19,2024.0,1982.0,1984.0,17282988.792
E17,Office & Mixed Use,5.275748597142542,1.402045299452443,3.8737032976900987,4.391474486475277,3.141231704497406,2.0,2.0,51165.81,2024.0,2179.81,3.01631539903727,Non-CUP,25.23744,Seely G Mudd Building,ACADEMIC,AER,188689.87515951178,EAST,8013.05,11.088070110815,901.96,1.24808852024518,1821700.0,1821700,C1821700-001,E17; Seely G Mudd Building,Internal activity allocation,Yes,,12/31/1932,03/06/1975,D_FACILITIES,Department of Facilities,2023-08-31,7476.58538899,0.0,0.0,1384.304735314,24630.5713661523,600752,600752-001,Electricity-not MTDC,Secondary Cost Elements,0.0,0.0,8113.32,11.2268188756438,42.36148439,Building Usage,Produced,Electricity,-71.08788625,10908.64,15.0948471722553,No Individual Metering,23345.185455,21101.5,451092797.0,132169.0,330.0,UGBA3,39370.02,54.478324985391,On Campus,591026,Dof Buildings,OWNED,Y,P591026,P591026-001,Dof Buildings,0.0,0.0,Facilities Area,PHYSICAL PLANT - NORMAL EXPENSES,MIT,2530.82,3.50202601978682,2023-08-01,2023-07-01,2023,8210.02,0.0,0.0,249.69,0.345508916825602,0.0,0.0,KWH,72267.31,2024.0,1932.0,1975.0,23345185.455000002
E18,Office & Mixed Use,5.458964838012241,1.4299756662451315,4.028989171767109,4.8833809170945885,3.6360393855635937,2.0,2.0,70990.97,2023.0,1209.09,1.08296643000223,Non-CUP,26.91384,Horace Sayford Ford Building (E18),ACADEMIC,AER,287716.54600092734,EAST,15274.65,13.6813084055227,0.0,0.0,1821800.0,1821800,C1821800-001,E18; Horace Sayford Ford Building (E18),Primary cost element,Yes,05/01/1961,12/31/1920,10/01/1964,D_FACILITIES,Department of Facilities,2023-01-31,10690.282248869999,945.55,0.846917026762775,4325.5305689249,76450.60332715607,421148,421148-001,Gas C - THERM - not MTDC,Expenses - Primary Cost Elemen,0.0,0.0,18009.94,16.1312726317762,42.361767,Building Usage,Purchased,Gas,-71.08779281,24171.41,21.6500224100936,No Individual Metering,72460.905851,40655.15,0.0,7.0,408.0,UGBI2,37303.61,33.4123657857523,On Campus,591026,Dof Buildings,OWNED,Y,P591026,P591026-001,Dof Buildings,0.0,0.0,Facilities Area,PHYSICAL PLANT - NORMAL EXPENSES,MIT,2721.39,2.43751417424985,2023-01-01,2022-12-01,2023,3423.17,0.0,0.0,12010.48,10.7576331358403,0.0,0.0,THM,111646.12,2023.0,1920.0,1964.0,72460905.851
E19,Office & Mixed Use,5.538531776280827,1.3924999815462127,4.146031794734615,4.432953991083346,3.173451589365915,2.0,2.0,99911.7,2024.0,3082.81,2.21460492296141,Non-CUP,24.6888,Horace Sayford Ford Building (E19),SERVICE,AER,345566.61292931676,EAST,22228.92,15.9686375949589,585.21,0.4203985801805,1821900.0,1821900,C1821900-001,E19; Horace Sayford Ford Building (E19),Internal activity allocation,Yes,05/01/1961,12/31/1920,10/01/1964,D_FACILITIES,Department of Facilities,2023-09-30,13996.897902260002,1326.66,0.953035628889222,1490.91055498,27099.045308997323,600751,600751-001,Chilled Water-not MTDC,Secondary Cost Elements,0.0,0.0,11579.41,8.31832593996664,42.36212904,Building Usage,Produced,Chilled Water,-71.08795245,13980.18,10.0429723051004,Steam & Electric,25684.838122,39291.91,1174980000.0,97915.0,736.0,UGB,76326.4,54.8307619321079,On Campus,591026,Dof Buildings,OWNED,Y,P591026,P591026-001,Dof Buildings,0.0,0.0,Facilities Area,PHYSICAL PLANT - NORMAL EXPENSES,MIT,0.0,0.0,2023-09-01,2023-08-01,2023,11457.81,0.0,0.0,7992.61,5.74166862482949,2101.41,1.50959447100546,THR,139203.61,2024.0,1920.0,1964.0,25684838.122
E2,Residential,5.068076232657438,1.2881543950029133,3.7799218376545243,3.6106794413111167,2.4293119775281706,2.0,2.0,36182.32,2023.0,2826.48,5.20836558065072,Non-CUP,19.415760000000002,70 AMHERST,RESIDENT,DHOA,116970.4693816301,EAST,11460.87,21.1189892843086,0.0,0.0,1346000.0,1346000,C1346000-001,70 Amherst Oper,Primary cost element,Yes,,07/01/1913,07/01/1916,D_HOUSING,Housing and Residential Services,2023-02-28,6024.51149899,7177.11,13.2252882357364,268.7274168776,4080.1811141787207,421148,421148-001,Gas C - THERM - not MTDC,Expenses - Primary Cost Elemen,0.0,0.0,289.69,0.533812878583506,42.35995565,Building Usage,Purchased,Gas,-71.08686701,3798.41,6.9993447345106,Chilled Water & Electric,3867.250312,18085.76,0.0,38.0,311.0,UGR2,224.54,0.413760722693709,On Campus,861010,House Manager Operations,OWNED,Y,P861010,P861010-001,House Manager Operations,27272.45,50.2550486400108,Dean for Student Life,DORMITORIES,MIT,0.0,0.0,2023-02-01,2023-01-01,2023,10579.25,144.0,0.265349354537695,1074.53,1.98004056896798,0.0,0.0,THM,54268.08,2023.0,1913.0,1916.0,3867250.312
E23,Office & Mixed Use,5.318176076802257,1.335884563397329,3.982291513404928,4.189873659176593,2.976131085020569,2.0,2.0,63031.16,2023.0,1248.32,1.38306879690343,Non-CUP,21.67128,MIT Health,SERVICE,AER,208054.00332649352,EAST,17263.22,19.1266829948084,0.0,0.0,1822300.0,1822300,C1822300-001,E23; Health Services,Primary cost element,Yes,,08/21/1979,02/15/1982,D_FACILITIES,Department of Facilities,2023-02-28,9600.44830423,1775.73,1.96740960228573,946.5228114124997,15483.661174316916,421148,421148-001,Gas C - THERM - not MTDC,Expenses - Primary Cost Elemen,28857.3,31.9722756928362,0.0,0.0,42.36102212,Building Usage,Purchased,Gas,-71.08663216,8714.56,9.65524546169472,No Individual Metering,14675.6214569,27226.1,0.0,0.01,568.0,UGBI2,31884.29,35.3260114477218,On Campus,591026,Dof Buildings,OWNED,Y,P591026,P591026-001,Dof Buildings,0.0,0.0,Facilities Area,PHYSICAL PLANT - NORMAL EXPENSES,MIT,0.0,0.0,2023-02-01,2023-01-01,2023,13081.15,0.0,0.0,513.84,0.569306003749726,0.0,0.0,THM,90257.26,2023.0,1979.0,1982.0,14675621.4569
E25,Lab & Mixed Use,5.6122498752411225,1.449216663693475,4.163033211547648,4.93689639483307,3.6276867082202875,2.0,2.0,90509.46,2023.0,2137.71,1.53361713642873,Non-CUP,28.13304,Whitaker College Of Health Sciences & Technology,ACADEMIC,AER,409496.1992895145,EAST,31407.23,22.5318991517832,4698.27,3.37059160670484,1822500.0,1822500,C1822500-001,E25; Whitaker College Of Health Sciences,Primary cost element,Yes,,08/21/1979,02/15/1982,D_FACILITIES,Department of Facilities,2023-01-31,14555.703873079998,341.92,0.245297243914147,4243.1336192584995,86476.15968883198,421148,421148-001,Gas C - THERM - not MTDC,Expenses - Primary Cost Elemen,0.0,0.0,48014.33,34.4460190026449,42.36166876,Building Usage,Purchased,Gas,-71.08694971,15335.67,11.0019817050095,No Individual Metering,81963.2624579,48880.61,0.0,40.0,581.0,UGBA3,31754.03,22.7806973624448,On Campus,591026,Dof Buildings,OWNED,Y,P591026,P591026-001,Dof Buildings,0.0,0.0,Facilities Area,PHYSICAL PLANT - NORMAL EXPENSES,MIT,3626.77,2.60188548581689,2023-01-01,2022-12-01,2023,17286.29,0.0,0.0,1264.48,0.907152137881845,809.66,0.580859167371105,THM,139390.07,2023.0,1979.0,1982.0,81963262.4579
E40,Office & Mixed Use,5.289960297600339,1.2935746773028307,3.9963856202975077,4.060814122725198,2.8141165661800245,2.0,2.0,69333.73,2024.0,2436.19,2.54491274429675,Non-CUP,19.6596,The Muckley Building,ACADEMIC,AER,194966.63567123454,EAST,10582.49,11.0547673487671,2255.57,2.35623200105633,1824000.0,1824000,C1824000-001,E40; The Muckley Building,Internal activity allocation,Yes,06/01/1968,05/01/1930,12/31/1969,D_FACILITIES,Department of Facilities,2023-07-31,9917.12118615,81.8,0.0854505857439173,651.8033169079999,11503.079537891841,600750,600750-001,Steam-not MTDC,Secondary Cost Elements,0.0,0.0,1776.86,1.85615804138065,42.36116319,Building Usage,Produced,Steam,-71.08485302,13375.43,13.9723511989824,Fully Metered,10902.772864,26394.11,217800000.0,198.0,515.0,UGB,62691.34,65.4891408810645,On Campus,591026,Dof Buildings,OWNED,Y,P591026,P591026-001,Dof Buildings,0.0,0.0,Facilities Area,PHYSICAL PLANT - NORMAL EXPENSES,MIT,0.0,0.0,2023-07-01,2023-06-01,2023,11019.21,0.0,0.0,2528.16,2.64098719870834,0.0,0.0,MLB,95727.84,2023.0,1930.0,1969.0,10902772.864
E51,Office & Mixed Use,5.263582548989737,1.2621662130512066,4.00141633593853,3.9645643622355897,2.72186558745999,2.0,2.0,52995.34,2024.0,3009.96,3.15068074450005,Non-CUP,18.288,Jack C Tang Center For Management Education,ACADEMIC,AER,183477.38805900863,EAST,21820.39,22.8405303095328,26625.0,27.8697639909879,1825100.0,1825100,C1825100-001,E51; Jack C Tang Center For Management,Primary cost element,Yes,12/31/1945,12/31/1944,12/31/1980,D_FACILITIES,Department of Facilities,2023-08-31,10032.66557628,2415.5,2.52842872939836,527.0667109742292,9216.464661821386,421148,421148-001,Gas C - THERM - not MTDC,Expenses - Primary Cost Elemen,0.0,0.0,0.0,0.0,42.36055421,Building Usage,Purchased,Gas,-71.08449242,17707.95,18.5358267517076,Fully Metered,8735.4886564,42538.3,0.0,2.0,309.0,UGA3,22610.12,23.6671815289358,On Campus,591026,Dof Buildings,OWNED,Y,P591026,P591026-001,Dof Buildings,0.0,0.0,Facilities Area,PHYSICAL PLANT - NORMAL EXPENSES,MIT,0.0,0.0,2023-08-01,2023-07-01,2023,12457.12,0.0,0.0,1344.72,1.40758794493751,0.0,0.0,THM,95533.64,2024.0,1944.0,1980.0,8735488.6564
E52,Office & Mixed Use,5.650050118198636,1.4725739195461784,4.177476198652458,4.158299418483309,2.933191620936134,2.0,2.0,95746.47,2023.0,4109.67,2.86672428477856,Non-CUP,29.687520000000003,MORRIS & SOPHIE CHANG BUILDING,ACADEMIC,AER,446735.1430449438,EAST,30508.87,21.2816402606906,2228.46,1.55447527408713,1825200.0,1825200,C1825200-001,E52; Alfred P Sloan Building,Internal activity allocation,Yes,01/01/1951,12/31/1938,05/01/1952,D_FACILITIES,Department of Facilities,2023-06-30,15047.910470289999,10326.83,7.20354051439162,857.4160739131,14397.908805894142,600754,600754-001,Medium Temprture Hot Watr CElem Categ 43,Secondary Cost Elements,0.0,0.0,0.0,0.0,42.36073592,Building Usage,Produced,Steam,-71.08367668,12992.69,9.06312671031971,Fully Metered,13646.530819,47611.23,0.0,369750.0,587.0,UGBA3,81984.73,57.188926719667,On Campus,591026,Dof Buildings,OWNED,Y,P591026,P591026-001,Dof Buildings,0.0,0.0,Facilities Area,PHYSICAL PLANT - NORMAL EXPENSES,MIT,0.0,0.0,2023-06-01,2023-05-01,2023,18616.73,1034.93,0.721921459398414,171.52,0.119644776667036,0.0,0.0,HTW,143357.7,2023.0,1938.0,1952.0,13646530.819
E53,Office & Mixed Use,5.239923768512364,1.342552160237202,3.8973716082751624,4.340802653828222,2.929882610511027,2.0,2.0,53539.04,2023.0,2025.07,2.5835108558563,Non-CUP,22.00656,Grover M Hermann Building,ACADEMIC,AER,173749.5820231093,EAST,13352.57,17.0347245026499,574.88,0.733411052859739,1825300.0,1825300,C1825300-001,E53; Grover M Hermann Building,Internal activity allocation,Yes,,01/01/1964,10/01/1965,D_FACILITIES,Department of Facilities,2023-05-31,7895.35402276,0.0,0.0,850.9080072871823,21918.08737212809,600754,600754-001,Medium Temprture Hot Watr CElem Categ 43,Secondary Cost Elements,0.0,0.0,0.0,0.0,42.36118818,Building Usage,Produced,Steam,-71.08359227,9467.74,12.0785992930738,Chilled Water & Steam,20774.2567931,24845.38,0.0,695700.0,293.0,UGA3,28913.64,36.8869732020726,On Campus,591026,Dof Buildings,OWNED,Y,P591026,P591026-001,Dof Buildings,0.0,0.0,Facilities Area,PHYSICAL PLANT - NORMAL EXPENSES,MIT,0.0,0.0,2023-05-01,2023-04-01,2023,6600.5,24010.08,30.6311892082636,40.44,0.05159188522413,0.0,0.0,HTW,78384.42,2023.0,1964.0,1965.0,20774256.7931
N10,Lab Dominant,3.974228514521908,1.0025289025454505,2.971699611976457,2.971211598676821,1.689513844012211,1.0,1.0,8101.7,2024.0,134.82,1.5426352952484,Non-CUP,10.0584,High Voltage Research Laboratory,ACADEMIC,AER,9423.853248717072,NORTH,131.54,1.50510493055166,0.0,0.0,1851000.0,1851000,C1851000-001,N10; High Voltage Research Laboratory,Internal activity allocation,Yes,,07/01/1964,02/01/1965,D_FACILITIES,Department of Facilities,2023-11-30,936.9137485800001,0.0,0.0,48.9230860105882,935.8615372480241,600752,600752-001,Electricity-not MTDC,Secondary Cost Elements,0.0,0.0,6962.46,79.6657509105118,42.3608633,Building Usage,Produced,Electricity,-71.09545096,371.53,4.25111475481115,No Individual Metering,887.0221004,637.89,3402761.0,997.0,53.0,UGB,1139.24,13.035394108877,On Campus,591026,Dof Buildings,OWNED,N,P591026,P591026-001,Dof Buildings,0.0,0.0,Facilities Area,PHYSICAL PLANT - NORMAL EXPENSES,MIT,0.0,0.0,2023-11-01,2023-10-01,2023,1345.27,0.0,0.0,0.0,0.0,0.0,0.0,KWH,8739.59,2024.0,1964.0,1965.0,887022.1004
N4,Support Dominant,5.357986732325824,1.2345233575189092,4.123463374806915,3.00581785741468,1.9221715305787679,2.0,2.0,129868.34,2023.0,2162.59,1.59425640414712,Non-CUP,17.16024,Albany Street Parking Garage,SERVICE,GAR,228027.24087310382,NORTH,2848.78,2.10011410346216,0.0,0.0,1850400.0,1850400,C1850400-001,N4; Albany Street Parking Garage,Primary cost element,Yes,,12/31/1966,10/01/1966,D_FACILITIES,Department of Facilities,2023-05-31,13288.11490242,0.0,0.0,83.593311632,1013.4862416751001,421111,421111-001,Electricity Usage (Kwh)-not MTDC,Expenses - Primary Cost Elemen,0.0,0.0,0.0,0.0,42.36203429,Building Usage,Purchased,Electricity,-71.09278036,769.11,0.56698613375332,No Individual Metering,960.5958350000001,5780.48,18280028.0,5356.0,36.0,UGS2,0.0,0.0,On Campus,591026,Dof Buildings,OWNED,N,P591026,P591026-001,Dof Buildings,0.0,0.0,Facilities Area,PHYSICAL PLANT - NORMAL EXPENSES,MIT,0.0,0.0,2023-05-01,2023-04-01,2023,7383.32000000001,0.0,0.0,129868.34,95.7386433586374,0.0,0.0,KWH,135648.82,2023.0,,1966.0,960595.835
N51,Office & Mixed Use,4.811790913768059,1.1907327450043217,3.6210581687637373,3.7965670289923166,2.564297003296567,2.0,2.0,33618.41,2023.0,1148.36,2.73493542050501,Non-CUP,15.51432,Building N51,ACADEMIC,AER,64832.22308977079,NORTH,5570.18,13.2659467245364,2301.57,5.48142160626609,1855100.0,1855100,C1855100-001,N51; Building N51,Primary cost element,Yes,04/16/1982,12/31/1924,01/01/1964,D_FACILITIES,Department of Facilities,2023-05-31,4178.86333979,13013.13,30.9920845106381,366.68825798561153,6259.894716551131,421148,421148-001,Gas C - THERM - not MTDC,Expenses - Primary Cost Elemen,0.0,0.0,4806.77,11.4478086412108,42.36228442,Building Usage,Purchased,Gas,-71.09762771,1651.61,3.93347616588899,No Individual Metering,5933.2120605,8370.15,0.0,4399.001,126.0,UGBA3,13156.53,31.3336061060441,On Campus,591026,Dof Buildings,OWNED,N,P591026,P591026-001,Dof Buildings,0.0,0.0,Facilities Area,PHYSICAL PLANT - NORMAL EXPENSES,MIT,0.0,0.0,2023-05-01,2023-04-01,2023,2992.37,0.0,0.0,340.41,0.810720824910404,0.0,0.0,THM,41988.56,2023.0,1924.0,1964.0,5933212.0605
N52,Office & Mixed Use,5.222901732188409,1.2383632983785817,3.9845384338098273,4.144046226583468,2.911777199362388,2.0,2.0,71730.92,2023.0,923.84,0.993567258568932,Non-CUP,17.31264,Building N52,ACADEMIC,AER,167071.2539415714,NORTH,14093.5,15.157213542,2674.29,2.87613329572037,1855200.0,1855200,C1855200-001,N52; Mit Museum,Primary cost element,Yes,04/16/1982,12/31/1924,01/01/1964,D_FACILITIES,Department of Facilities,2023-01-31,9650.24709932,24879.47,26.7572597014071,816.1635578101174,13933.05099342047,421148,421148-001,Gas C - THERM - not MTDC,Expenses - Primary Cost Elemen,0.0,0.0,14390.09,15.4761888117642,42.36227273,Building Usage,Purchased,Gas,-71.09718823,6233.87,6.70437427062598,No Individual Metering,13205.9323578,21251.21,0.0,15449.001,321.0,UGA3B,28206.81,30.3357322530684,On Campus,591026,Dof Buildings,OWNED,N,P591026,P591026-001,Dof Buildings,0.0,0.0,Facilities Area,PHYSICAL PLANT - NORMAL EXPENSES,MIT,0.0,0.0,2023-01-01,2022-12-01,2023,10892.31,0.0,0.0,1580.26,1.69953086684506,0.0,0.0,THM,92982.13,2023.0,1924.0,1964.0,13205932.3578
